sensorId,lat,lon,boxName,boxId,unit,time_start,arithmeticMean_10m
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T10:40:00.000Z,6.5955
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T11:00:00.000Z,0
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T11:10:00.000Z,1.9966
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T11:20:00.000Z,5.4902999999999995
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T13:30:00.000Z,0
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T13:50:00.000Z,0.46446666666666664
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T15:00:00.000Z,15.0264
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T15:20:00.000Z,3.1861
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T15:30:00.000Z,8.13386
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T15:40:00.000Z,11.387922222222223
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T15:50:00.000Z,5.516683333333333
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T16:00:00.000Z,6.71805
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T16:10:00.000Z,8.4963375
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T16:20:00.000Z,3.3279699999999997
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T16:30:00.000Z,6.18761
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T16:40:00.000Z,11.395259999999999
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T16:50:00.000Z,9.52355
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T17:00:00.000Z,8.09718
605db53077a88b001bfef28c,47.407812,8.507811,IFU Sensebox2021 2A,604b3430319b09001c518708,mm/min,2021-03-26T17:10:00.000Z,3.09232
