sensorId,lat,lon,boxName,boxId,unit,time_start,arithmeticMean_10m
606475435ce772001be6f1ce,47.406409,8.511777,IfU SenseBox2021 2B,604b31f4319b09001c50716c,nM,2021-04-01T11:40:00.000Z,3414.1270833333333
606475435ce772001be6f1ce,47.406409,8.511777,IfU SenseBox2021 2B,604b31f4319b09001c50716c,nM,2021-04-01T11:50:00.000Z,4206.8198
606475435ce772001be6f1ce,47.406409,8.511777,IfU SenseBox2021 2B,604b31f4319b09001c50716c,nM,2021-04-01T12:10:00.000Z,1857.4158
606475435ce772001be6f1ce,47.406409,8.511777,IfU SenseBox2021 2B,604b31f4319b09001c50716c,nM,2021-04-01T12:20:00.000Z,2624.2311799999998
606475435ce772001be6f1ce,47.406409,8.511777,IfU SenseBox2021 2B,604b31f4319b09001c50716c,nM,2021-04-01T12:30:00.000Z,1404.16016
606475435ce772001be6f1ce,47.406409,8.511777,IfU SenseBox2021 2B,604b31f4319b09001c50716c,nM,2021-04-01T12:40:00.000Z,1203.16551
606475435ce772001be6f1ce,47.406409,8.511777,IfU SenseBox2021 2B,604b31f4319b09001c50716c,nM,2021-04-01T12:50:00.000Z,2053.34321
606475435ce772001be6f1ce,47.406409,8.511777,IfU SenseBox2021 2B,604b31f4319b09001c50716c,nM,2021-04-01T13:00:00.000Z,1739.75327
606475435ce772001be6f1ce,47.406409,8.511777,IfU SenseBox2021 2B,604b31f4319b09001c50716c,nM,2021-04-01T13:10:00.000Z,2190.32977
606475435ce772001be6f1ce,47.406409,8.511777,IfU SenseBox2021 2B,604b31f4319b09001c50716c,nM,2021-04-01T13:20:00.000Z,1455.41167
606475435ce772001be6f1ce,47.406409,8.511777,IfU SenseBox2021 2B,604b31f4319b09001c50716c,nM,2021-04-01T13:30:00.000Z,1222.2831700000002
606475435ce772001be6f1ce,47.406409,8.511777,IfU SenseBox2021 2B,604b31f4319b09001c50716c,nM,2021-04-01T13:40:00.000Z,1217.3533400000001
606475435ce772001be6f1ce,47.406409,8.511777,IfU SenseBox2021 2B,604b31f4319b09001c50716c,nM,2021-04-01T13:50:00.000Z,2124.1697400000003
